Monte;Region;Area;Year;Resting.Time;Rotation.Period;ReOpenConditionValues_RC1;ReOpenConditionValues_RC2;ReOpenConditionValues_RC3;ReOpenConditionValues_RC4
1;1;1;4019;2;4
1;1;2;4019;3;4
1;1;3;4019;4;4
1;1;4;4019;1;3
1;1;1;4020;3;4
1;1;2;4020;4;4
1;1;3;4020;1;3
1;1;4;4020;2;3
1;1;1;4021;4;4
1;1;2;4021;1;3
1;1;3;4021;2;3
1;1;4;4021;3;3
1;1;1;4022;1;3
1;1;2;4022;2;3
1;1;3;4022;3;3
1;1;4;4022;1;3
1;1;1;4023;2;3
1;1;2;4023;3;3
1;1;3;4023;4;4
1;1;4;4023;2;3
1;1;1;4024;3;3
1;1;2;4024;1;3
1;1;3;4024;5;5
1;1;4;4024;3;3
1;1;1;4025;1;3
1;1;2;4025;2;3
1;1;3;4025;6;6
1;1;4;4025;1;3
1;1;1;4026;2;3
1;1;2;4026;3;3
1;1;3;4026;1;6
1;1;4;4026;2;3
1;1;1;4027;3;3
1;1;2;4027;1;3
1;1;3;4027;2;6
1;1;4;4027;3;3
1;1;1;4028;1;3
1;1;2;4028;2;3
1;1;3;4028;3;6
1;1;4;4028;1;3
1;1;1;4029;2;3
1;1;2;4029;3;3
1;1;3;4029;4;6
1;1;4;4029;2;3
1;1;1;4030;3;3
1;1;2;4030;1;3
1;1;3;4030;5;6
1;1;4;4030;3;3
1;1;1;4031;1;3
1;1;2;4031;2;3
1;1;3;4031;6;6
1;1;4;4031;1;3
1;1;1;4032;2;3
1;1;2;4032;3;3
1;1;3;4032;1;6
1;1;4;4032;2;3
1;1;1;4033;3;3
1;1;2;4033;1;3
1;1;3;4033;2;6
1;1;4;4033;3;3
1;1;1;4034;1;3
1;1;2;4034;2;3
1;1;3;4034;3;6
1;1;4;4034;1;3
1;1;1;4035;2;3
1;1;2;4035;3;3
1;1;3;4035;4;6
1;1;4;4035;2;3
1;1;1;4036;3;3
1;1;2;4036;1;3
1;1;3;4036;5;6
1;1;4;4036;3;3
1;1;1;4037;1;3
1;1;2;4037;2;3
1;1;3;4037;6;6
1;1;4;4037;4;4
1;1;1;4038;2;3
1;1;2;4038;3;3
1;1;3;4038;7;7
1;1;4;4038;1;4
1;1;1;4039;3;3
1;1;2;4039;1;3
1;1;3;4039;1;7
1;1;4;4039;2;4
1;1;1;4040;4;4
1;1;2;4040;2;3
1;1;3;4040;2;7
1;1;4;4040;3;4
1;1;1;4041;5;5
1;1;2;4041;3;3
1;1;3;4041;3;7
1;1;4;4041;4;4
1;1;1;4042;1;5
1;1;2;4042;1;3
1;1;3;4042;4;7
1;1;4;4042;1;4
1;1;1;4043;2;5
1;1;2;4043;2;3
1;1;3;4043;5;7
1;1;4;4043;2;4
1;1;1;4044;3;5
1;1;2;4044;3;3
1;1;3;4044;6;7
1;1;4;4044;3;4
1;1;1;4045;4;5
1;1;2;4045;1;3
1;1;3;4045;7;7
1;1;4;4045;4;4
1;1;1;4046;5;5
1;1;2;4046;2;3
1;1;3;4046;1;7
1;1;4;4046;1;4
1;1;1;4047;1;5
1;1;2;4047;3;3
1;1;3;4047;2;7
1;1;4;4047;2;4
1;1;1;4048;2;5
1;1;2;4048;4;4
1;1;3;4048;3;7
1;1;4;4048;3;4
1;1;1;4049;3;5
1;1;2;4049;5;5
1;1;3;4049;4;7
1;1;4;4049;4;4
1;1;1;4050;4;5
1;1;2;4050;1;5
1;1;3;4050;5;7
1;1;4;4050;1;4
1;1;1;4051;5;5
1;1;2;4051;2;5
1;1;3;4051;6;7
1;1;4;4051;2;4
1;1;1;4052;1;5
1;1;2;4052;3;5
1;1;3;4052;7;7
1;1;4;4052;3;4
1;1;1;4053;2;5
1;1;2;4053;4;5
1;1;3;4053;1;7
1;1;4;4053;4;4
1;1;1;4054;3;5
1;1;2;4054;5;5
1;1;3;4054;2;7
1;1;4;4054;1;4
1;1;1;4055;4;5
1;1;2;4055;1;5
1;1;3;4055;3;7
1;1;4;4055;2;4
1;1;1;4056;5;5
1;1;2;4056;2;5
1;1;3;4056;4;7
1;1;4;4056;3;4
1;1;1;4057;1;5
1;1;2;4057;3;5
1;1;3;4057;5;7
1;1;4;4057;4;4
1;1;1;4058;2;5
1;1;2;4058;4;5
1;1;3;4058;6;7
1;1;4;4058;1;4
1;1;1;4059;3;5
1;1;2;4059;5;5
1;1;3;4059;7;7
1;1;4;4059;2;4
2;1;1;4019;4;5
2;1;2;4019;1;4
2;1;3;4019;1;6
2;1;4;4019;3;4
2;1;1;4020;5;5
2;1;2;4020;2;4
2;1;3;4020;2;6
2;1;4;4020;4;4
2;1;1;4021;1;4
2;1;2;4021;3;4
2;1;3;4021;3;6
2;1;4;4021;1;3
2;1;1;4022;2;4
2;1;2;4022;4;4
2;1;3;4022;4;6
2;1;4;4022;2;3
2;1;1;4023;3;4
2;1;2;4023;5;5
2;1;3;4023;5;6
2;1;4;4023;3;3
2;1;1;4024;4;4
2;1;2;4024;1;5
2;1;3;4024;6;6
2;1;4;4024;1;3
2;1;1;4025;1;4
2;1;2;4025;2;5
2;1;3;4025;1;6
2;1;4;4025;2;3
2;1;1;4026;2;4
2;1;2;4026;3;5
2;1;3;4026;2;6
2;1;4;4026;3;3
2;1;1;4027;3;4
2;1;2;4027;4;5
2;1;3;4027;3;6
2;1;4;4027;1;3
2;1;1;4028;4;4
2;1;2;4028;5;5
2;1;3;4028;4;6
2;1;4;4028;2;3
2;1;1;4029;1;4
2;1;2;4029;1;5
2;1;3;4029;5;6
2;1;4;4029;3;3
2;1;1;4030;2;4
2;1;2;4030;2;5
2;1;3;4030;6;6
2;1;4;4030;1;3
2;1;1;4031;3;4
2;1;2;4031;3;5
2;1;3;4031;1;6
2;1;4;4031;2;3
2;1;1;4032;4;4
2;1;2;4032;4;5
2;1;3;4032;2;6
2;1;4;4032;3;3
2;1;1;4033;1;4
2;1;2;4033;5;5
2;1;3;4033;3;6
2;1;4;4033;1;3
2;1;1;4034;2;4
2;1;2;4034;1;5
2;1;3;4034;4;6
2;1;4;4034;2;3
2;1;1;4035;3;4
2;1;2;4035;2;5
2;1;3;4035;5;6
2;1;4;4035;3;3
2;1;1;4036;4;4
2;1;2;4036;3;5
2;1;3;4036;6;6
2;1;4;4036;1;3
2;1;1;4037;1;4
2;1;2;4037;4;5
2;1;3;4037;1;6
2;1;4;4037;2;3
2;1;1;4038;2;4
2;1;2;4038;5;5
2;1;3;4038;2;6
2;1;4;4038;3;3
2;1;1;4039;3;4
2;1;2;4039;1;5
2;1;3;4039;3;6
2;1;4;4039;1;3
2;1;1;4040;4;4
2;1;2;4040;2;5
2;1;3;4040;4;6
2;1;4;4040;2;3
2;1;1;4041;1;4
2;1;2;4041;3;5
2;1;3;4041;5;6
2;1;4;4041;3;3
2;1;1;4042;2;4
2;1;2;4042;4;5
2;1;3;4042;6;6
2;1;4;4042;1;3
2;1;1;4043;3;4
2;1;2;4043;5;5
2;1;3;4043;1;6
2;1;4;4043;2;3
2;1;1;4044;4;4
2;1;2;4044;1;5
2;1;3;4044;2;6
2;1;4;4044;3;3
2;1;1;4045;1;4
2;1;2;4045;2;5
2;1;3;4045;3;6
2;1;4;4045;1;3
2;1;1;4046;2;4
2;1;2;4046;3;5
2;1;3;4046;4;6
2;1;4;4046;2;3
2;1;1;4047;3;4
2;1;2;4047;4;5
2;1;3;4047;5;6
2;1;4;4047;3;3
2;1;1;4048;4;4
2;1;2;4048;5;5
2;1;3;4048;6;6
2;1;4;4048;1;3
2;1;1;4049;1;4
2;1;2;4049;1;5
2;1;3;4049;1;6
2;1;4;4049;2;3
2;1;1;4050;2;4
2;1;2;4050;2;5
2;1;3;4050;2;6
2;1;4;4050;3;3
2;1;1;4051;3;4
2;1;2;4051;3;5
2;1;3;4051;3;6
2;1;4;4051;1;3
2;1;1;4052;4;4
2;1;2;4052;4;5
2;1;3;4052;4;6
2;1;4;4052;2;3
2;1;1;4053;1;4
2;1;2;4053;5;5
2;1;3;4053;5;6
2;1;4;4053;3;3
2;1;1;4054;2;4
2;1;2;4054;1;5
2;1;3;4054;6;6
2;1;4;4054;1;3
2;1;1;4055;3;4
2;1;2;4055;2;5
2;1;3;4055;1;6
2;1;4;4055;2;3
2;1;1;4056;4;4
2;1;2;4056;3;5
2;1;3;4056;2;6
2;1;4;4056;3;3
2;1;1;4057;1;4
2;1;2;4057;4;5
2;1;3;4057;3;6
2;1;4;4057;1;3
2;1;1;4058;2;4
2;1;2;4058;5;5
2;1;3;4058;4;6
2;1;4;4058;2;3
2;1;1;4059;3;4
2;1;2;4059;1;5
2;1;3;4059;5;6
2;1;4;4059;3;3
